abbé_NOM :prêtre_NOM,georges-henri_NAM,biéler_NAM,amédée_NAM,évêque_NOM,maurice_NAM,pelletier-baillargeon_NAM,filleul_NOM,fernand_NAM,léon_NAM,
docteure_NOM :agrégée_VER,bachelière_NOM,bartha_NAM,professeure_ADJ,chercheuse_NOM,chercheure_NOM,pro-fesseure_NOM,médecine_NOM,docteur_NOM,professeure_NOM,

docteur_NOM :dr_NAM,psychiatre_NOM,médecin_NOM,chirurgien_NOM,cardiologue_NOM,microbiologiste_NOM,oncologue_NOM,neurologue_NOM,docteure_NOM,légiste_ADJ,

dominateur_ADJ :revanchard_ADJ,paternaliste_ADJ,corrompu_VER,calculateur_ADJ,doctrinaire_ADJ,arrogant_ADJ,centralisateur_ADJ,féodal_ADJ,fédéralisme_NOM,hautain_ADJ,

dominatrice_ADJ :têtue_ADJ,névrosée_ADJ,acariâtre_ADJ,arrogante_ADJ,altière_ADJ,ignorante_ADJ,insouciante_ADJ,écartelée_VER,idéalisation_NOM,hargneuse_ADJ,

donateur_NOM :387-2541_NUM,bénévole_ADJ,coopérant_ADJ,coopérant_VER,a(_ADJ,o(_ADJ,omme_VER,ov°_NOM,bénévole_NOM,o°o_NOM,

donneur_NOM :donneur_ADJ,donneurs_NOM,gamètes_NOM,sperme_NOM,prélèvement_NOM,coronavirus_NOM,ovule_NOM,gène_NOM,patient_ADJ,patient_NOM,

douanier_NOM :douanier_ADJ,policier_NOM,douaniers_NOM,chauffeur_NOM,camionneur_NOM,matelot_NOM,cordonnier_NOM,médecin_NOM,soupçonneux_ADJ,passager_NOM,

douanière_ADJ :supranationale_ADJ,schengen_NAM,libre-échange_NOM,libreéchange_NOM,confédérale_ADJ,euro-_ADJ,péenne_ADJ,ale-na_NAM,européenne_ADJ,aléna_NAM,

droitier_NOM :droitier_ADJ,lanceur_NOM,frappeur_NOM,voltigeur_NOM,vazquez_NAM,partant_NOM,yoshii_NAM,ohka_NAM,cogneur_NOM,irabu_NAM,

écolier_NOM :adolescent_NOM,garçon_NOM,enfant_NOM,gamin_NOM,fillette_NOM,élève_NOM,enseignant_NOM,habit_NOM,ordinateur_NOM,soldat_NOM,

écolière_NOM :fillette_NOM,orpheline_NOM,immigrante_NOM,fenune_NOM,fille_NOM,adolescente_NOM,indienne_NOM,kippa_NOM,musulmane_NOM,aïeule_NOM,

écrivain_NOM :romancier_NOM,poète_NOM,essayiste_NOM,écrivaine_NOM,artiste_NOM,intellectuel_NOM,dramaturge_NOM,historien_NOM,auteur_NOM,philosophe_NOM,

écrivaine_NOM :romancière_NOM,auteure_NOM,poétesse_NOM,écrivain_NOM,comédienne_NOM,écrivaine_ADJ,actrice_NOM,dramaturge_NOM,romancier_NOM,au-teure_NOM,

écuyer_NOM :ecuyer_NAM,gildor_NAM,fred-dy_NAM,charette_NAM,brathwaite_NAM,rivard_NAM,lafortune_NAM,reddy_NAM,labrèche_NAM,jici_NAM,

éducateur_NOM :enseignant_NOM,pédagogue_NOM,éducatrice_NOM,éducateur_ADJ,orthopédagogue_NOM,intellectuel_NOM,médecin_NOM,horticulteur_NOM,pédiatre_NOM,formateur_NOM,

éducatrice_NOM :infirmière_NOM,enseignante_NOM,intervenante_NOM,orthopédagogue_NOM,enseignant_NOM,éducateur_NOM,prostituée_NOM,garderie_NOM,orthophoniste_NOM,travailleuse_NOM,

égal_ADJ :équivalent_ADJ,égale_ADJ,équivalant_VER,inférieur_ADJ,absolu_VER,absolu_ADJ,minimal_ADJ,égales_ADJ,minimum_NOM,legitime_ADJ,

égale_ADJ :égal_ADJ,égales_ADJ,mène_VER,équivalente_ADJ,inférieure_ADJ,nécessaire_ADJ,buftalo_NAM,aulourd'hui_NAM,précisée_VER,élevée_VER,

électeur_NOM :électeurs_NOM,élu_NOM,citoyen_NOM,électrice_NOM,électorat_NOM,internaute_NOM,candidat_NOM,voter_VER,usager_NOM,utilisateur_NOM,

électrice_NOM :électeur_NOM,houda-pépin_NAM,cheffe_NOM,candidate_NOM,fédéraliste_NOM,élue_NOM,souverainiste_NOM,députée_VER,démocrate_NOM,élection_NOM,

électricien_NOM :ouvrier_NOM,mécanicien_ADJ,mécanicien_NOM,revendeur_NOM,contremaître_NOM,entrepreneur_NOM,ingénieur_NOM,ébéniste_NOM,employé_NOM,plinthes_NOM,

éléphant_NOM :oiseau_NOM,ogre_NOM,singe_NOM,animal_NOM,chien_NOM,affamé_ADJ,orignal_NOM,âne_NOM,tigre_NOM,souris_NOM,

éleveur_NOM :agriculteur_NOM,cultivateur_NOM,fermier_NOM,élevage_NOM,bovin_NOM,porcs_NOM,poulets_NOM,abattoir_NOM,éleveurs_NOM,ouvrier_NOM,

élu_NOM :député_NOM,candidat_NOM,électeur_NOM,politicien_NOM,parlementaire_NOM,maire_NOM,employé_NOM,représentant_NOM,citoyen_NOM,élu_VER,

élue_NOM :élue_VER,élue_ADJ,députée_VER,réélue_VER,candidate_NOM,représentante_NOM,sortante_ADJ,nommée_VER,cheffe_NOM,pressentie_VER,

émetteur_NOM :émetteur_ADJ,emprunteur_NOM,acheteur_NOM,assureur_NOM,investisseur_NOM,émetteurs_NOM,convertibles_ADJ,fournisseur_NOM,opérateur_NOM,utilisateur_NOM,

empereur_NOM :roi_NOM,napoléon_NAM,otton_NAM,hérode_NAM,byzantin_ADJ,pharaon_NOM,zeus_NAM,tsar_NOM,noé_NOM,romain_ADJ,

impératrice_NOM :empereur_NOM,princesse_NOM,neptunium_NOM,sissi_NAM,phèdre_NAM,amérindienne_NOM,actrice_NOM,maîtresse_NOM,prusse_NAM,aïeule_NOM,

employé_NOM :employeur_NOM,travailleur_NOM,salarié_NOM,fonctionnaire_NOM,employée_NOM,policier_NOM,dirigeant_NOM,ouvrier_NOM,automobiliste_NOM,client_NOM,

employée_NOM :employé_NOM,caissière_NOM,cliente_NOM,gérante_NOM,représentante_NOM,agente_NOM,copine_NOM,passagère_NOM,espionne_NOM,policière_NOM,

employeur_NOM :employé_NOM,salarié_NOM,employeurs_NOM,syndicat_NOM,client_NOM,patronale_ADJ,employés_NOM,syndiqués_VER,assureur_NOM,uaw_NAM,

emprunteur_NOM :investisseur_NOM,hypothèque_NOM,émetteur_NOM,épargnant_NOM,acheteur_NOM,prêteur_NOM,emprunteurs_NOM,cotisant_NOM,assureur_NOM,employeur_NOM,

ennemi_NOM :ennemi_ADJ,envahisseur_NOM,allié_NOM,ennemis_NOM,tyran_NOM,ennemie_NOM,idéologie_NOM,adversaire_NOM,oppresseur_NOM,ami_NOM,

ennemie_NOM :ennemi_NOM,oppresseur_NOM,sacrée_ADJ,indignité_NOM,hyperpuissance_NOM,métaphore_NOM,alliée_NOM,infamie_NOM,incarnation_NOM,icône_NOM,

enquêteur_NOM :policier_NOM,informateur_NOM,ex-agent_NOM,fonctionnaire_NOM,détective_NOM,grc_NAM,ex-fonctionnaire_NOM,ex-policier_NOM,enquêteur_ADJ,gendarmerie_NOM,

enquêteur_NOM :policier_NOM,informateur_NOM,ex-agent_NOM,fonctionnaire_NOM,détective_NOM,grc_NAM,ex-fonctionnaire_NOM,ex-policier_NOM,enquêteur_ADJ,gendarmerie_NOM,

enseignant_NOM :élève_NOM,étudiant_NOM,enseignant_VER,enseignante_NOM,éducateur_NOM,enseignement_NOM,instituteur_NOM,adolescent_NOM,parent_NOM,élèves_NOM,

enseignante_NOM :enseignante_ADJ,étudiante_NOM,enseignant_NOM,infirmière_NOM,femme_NOM,institutrice_NOM,éducatrice_NOM,fenune_NOM,orthopédagogue_NOM,retraitée_NOM,

entraîneur_NOM :entraineur_NOM,entraîneur-chef_NOM,entraineur-chef_NOM,habscheid_NAM,entraîneur-chef_ADJ,attaquant_NOM,ailier_NOM,ex-entraîneur_NOM,entraîneurs_NOM,gainey_NAM,

entraîneuse_NOM :espionne_NOM,confidente_NOM,amie_NOM,actrice_NOM,comédienne_NOM,massothérapeute_NOM,petite-fille_NOM,aïeule_NOM,plongeuse_NOM,visiteuse_NOM,

entrepreneur_NOM :renovation_NOM,soumissionnaire_NOM,contracteur_NOM,rénovation_NOM,ingénieur_NOM,artisan_NOM,retraité_VER,842-7097_NUM,acheteur_NOM,industriel_NOM,

envahisseur_NOM :ennemi_NOM,oppresseur_NOM,hitlérienne_ADJ,indochine_NOM,obscurantisme_NOM,hitlérien_ADJ,impérialisme_NOM,opprimé_VER,joug_NOM,absolutisme_NOM,

épicier_NOM :épicerie_NOM,fromager_NOM,iga_NOM,coiffeur_NOM,marchand_NOM,cousin_NOM,chocolatier_NOM,emond_NAM,antiquaire_NOM,iga_NAM,

époux_NOM :épouse_NOM,conjoint_NOM,mari_NOM,beau-frère_NOM,conjointe_NOM,soeur_NOM,belle-soeur_NOM,fils_NOM,frère_NOM,nièce_NOM,

épouse_NOM :époux_NOM,conjointe_NOM,mari_NOM,frère_NOM,mère_NOM,fils_NOM,beau-frère_NOM,nièce_NOM,fille_NOM,amie_NOM,

espagnol_NOM :espagnol_ADJ,anglais_ADJ,italien_NOM,allemand_NOM,portugais_NOM,français_ADJ,arabe_NOM,roumain_NOM,catalan_NOM,anglais_NOM,

espagnole_ADJ :italienne_ADJ,portugaise_ADJ,allemande_ADJ,française_ADJ,espagnol_ADJ,mexicaine_ADJ,japonaise_ADJ,néerlandaise_ADJ,hongroise_ADJ,chilienne_ADJ,

espion_NOM :bandit_NOM,espionne_NOM,ex-agent_NOM,aviateur_NOM,escroc_NOM,prisonnier_NOM,soldat_NOM,espions_NOM,kgb_ABR,espionnage_NOM,

espionne_NOM :meurtrière_NOM,prostituée_VER,entraîneuse_NOM,kidnappée_VER,actrice_NOM,confidente_NOM,espion_NOM,nourrice_NOM,héroïne_NOM,têtue_ADJ,

états-unien_ADJ :américain_ADJ,étasunien_ADJ,mexicain_ADJ,hexagonal_ADJ,ontarien_ADJ,allemand_ADJ,anglo-saxon_ADJ,européen_ADJ,canadien_ADJ,ricain_NOM,

états-unienne_ADJ :américaine_ADJ,étasunienne_ADJ,anglo-saxonne_ADJ,chinoise_ADJ,anglo-américaine_ADJ,mexicaine_ADJ,japonaise_ADJ,américaine_NOM,occidentale_ADJ,allemande_ADJ,

étranger_NOM :étranger_ADJ,etranger_NOM,étranger_VER,individu_NOM,externe_NOM,reer_NOM,emprunt_NOM,institution_NOM,résidents_NOM,équivaloir_VER,

étrangère_NOM :étrangère_ADJ,politique_NOM,têtue_ADJ,politique_ADJ,comparée_VER,doctorant_VER,chaire_NOM,sociologie_NOM,charles-philippe_NAM,ethnicité_NOM,

étudiant_NOM :enseignant_NOM,élève_NOM,étudiant_VER,etudiant_NOM,étudiants_NOM,adolescent_NOM,étudiante_NOM,individu_NOM,immigrant_NOM,enfant_NOM,

étudiante_NOM :enseignante_NOM,pro-fesseure_NOM,etudiante_NOM,étudiant_NOM,profes-seure_NOM,professeure_NOM,bachelière_NOM,adolescente_NOM,fille_NOM,diplômée_NOM,

européen_NOM :européen_ADJ,américain_NOM,9.52_NUM,9,52_NUM,9.73_NUM,hsbgr_NAM,10,28_NUM,asiatique_NOM,12,92_NUM,14,19_NUM,

européenne_NOM :européenne_ADJ,européen_ADJ,confédérale_ADJ,euro-_ADJ,péenne_ADJ,américaine_NOM,douanière_ADJ,italienne_NOM,supranationale_ADJ,confédéral_ADJ,

exécuteur_NOM :testamentaire_ADJ,assistant_NOM,esclave_NOM,exécutant_NOM,époux_NOM,oncle_NOM,maître_NOM,recommandé_ADJ,prête-nom_NOM,majordome_NOM,

expéditeur_NOM :abdelrazik_NAM,informateur_NOM,anthrax_NOM,attaran_NAM,ex-ambassadeur_NOM,ambassadeur_NOM,ambassade_NOM,fiancé_NOM,hasan_NAM,destinataire_NOM,

exploitant_NOM :fournisseur_NOM,opérateur_NOM,fabricant_NOM,actionnaire_NOM,distributeur_NOM,acheteur_NOM,producteur_NOM,géant_NOM,conglomérat_NOM,entreprise_NOM,

explorateur_NOM :explorateur_ADJ,naturaliste_NOM,entomologiste_NOM,écrivain_NOM,archéologue_NOM,aventurier_NOM,amundsen_NAM,navigateur_NOM,cartographe_NOM,musicien_NOM,

exposant_NOM :congénitales_ADJ,malformations_NOM,obèses_ADJ,convertissent_VER,superposer_VER,surdoses_NOM,individu_NOM,hormonothérapie_NOM,déprimées_VER,endocriniens_ADJ,

extravagant_ADJ :caricatural_ADJ,insolent_ADJ,désespérant_ADJ,subtil_ADJ,foisonnant_ADJ,tapageur_ADJ,grandiloquent_ADJ,excentrique_NOM,bordélique_ADJ,monumental_ADJ,

extravagante_ADJ :aguichante_ADJ,décadente_ADJ,suggestive_ADJ,irréelle_ADJ,rafraîchissante_ADJ,érudite_ADJ,étonnante_ADJ,touchante_ADJ,attachante_ADJ,impertinente_ADJ,

fabricant_NOM :manufacturier_NOM,constructeur_NOM,détaillant_NOM,fournisseur_NOM,fabricants_NOM,fabriquant_VER,constructeur_ADJ,équipementier_NOM,producteur_NOM,distributeur_NOM,

facteur_NOM :élément_NOM,critère_NOM,fadeur_NOM,déterminant_ADJ,déterminant_VER,facteurs_NOM,multipliée_VER,paramètre_NOM,vecteur_NOM,indicateur_NOM,

familier_NOM :manichéen_ADJ,interpénétration_NOM,halluciné_VER,familier_ADJ,romancier_NOM,surréaliste_NOM,surréalisme_NOM,naturalisme_NOM,extraverti_ADJ,habitué_ADJ,

familière_ADJ :familier_ADJ,singulière_ADJ,familiers_ADJ,surannée_ADJ,redondante_ADJ,caricaturale_ADJ,rébarbative_ADJ,proprette_ADJ,triviale_ADJ,paradoxale_ADJ,

fautif_ADJ :fautifs_ADJ,mécontent_ADJ,stante_NAM,injurieux_ADJ,contrevenant_NOM,indemnisé_VER,infraction_NOM,criminel_NOM,abusif_ADJ,criminel_ADJ,

fautive_ADJ :inexacte_ADJ,tatillonne_ADJ,biaisée_VER,incorrecte_ADJ,optionnelle_ADJ,elle-même_PRO,déficiente_ADJ,excessive_ADJ,imprécise_ADJ,négligente_ADJ,

favori_NOM :favori_ADJ,vainqueur_NOM,favorite_NOM,favoris_NOM,rival_NOM,candidat_NOM,srichaphan_NAM,andreev_NAM,perdant_NOM,monfils_NAM,

favorite_NOM :tenante_NOM,suissesse_NOM,favori_NOM,championne_NOM,favorite_ADJ,maleeva_NAM,jeyaseelan_NAM,hénin-hardenne_NAM,martina_NAM,jelena_NAM,

fermier_NOM :agriculteur_NOM,éleveur_NOM,cultivateur_NOM,paysan_NOM,pêcheur_NOM,travailleur_NOM,sergent_NOM,schmeiser_NAM,chômeur_NOM,policier_NOM,

fermière_NOM :rôtie_VER,pintade_NOM,perdrix_NOM,brochet_NOM,lardons_NOM,brandade_NOM,grillée_ADJ,amérindienne_NOM,endives_NOM,tatin_NOM,

festivalier_NOM :festivalier_ADJ,fcmm_NAM,festival_NOM,goethe-institut_NOM,fta_NAM,badaud_NOM,ffm_NAM,fifem_NAM,fijm_NAM,culture-_NAM,

festivalière_ADJ :cinématographique_ADJ,théâtrale_ADJ,estivale_ADJ,cinéphilique_ADJ,festive_ADJ,musicale_ADJ,effervescente_ADJ,cinéphilie_NOM,festivals_NOM,muséale_ADJ,

fiancé_NOM :mari_NOM,frère_NOM,amant_NOM,grand-père_NOM,amie_NOM,père_NOM,ami_NOM,copain_NOM,épouse_NOM,ex-épouse_NOM,

fiancée_NOM :mère_NOM,fille_NOM,copine_NOM,arsinée_NAM,fide_NOM,maman_NOM,belle-mère_NOM,épouse_NOM,éplorée_ADJ,petite-fille_NOM,

filleul_NOM :belle-soeur_NOM,frère_NOM,petites-filles_NOM,arrière-petite-fille_NOM,filleule_NOM,neveu_NOM,belle-s_NOM,belles-soeurs_NOM,beau-frère_NOM,gilberte_NAM,

filleule_NOM :belle-soeur_NOM,petites-nièces_NOM,petites-filles_NOM,arrière-petits-enfants_NOM,belles-soeurs_NOM,belle-s_NOM,belles-s_NOM,belle-fille_NOM,arrière-petite-fille_NOM,petite-fille_NOM,

fondateur_NOM :cofondateur_NOM,président-fondateur_NOM,cofondateur_ADJ,fondateurs_NOM,président_NOM,patron_NOM,codirecteur_ADJ,ex-président_VER,ex-directeur_NOM,cofondateurs_NOM,

fondatrice_NOM :cofondatrice_NOM,directrice_NOM,présidente_NOM,instigatrice_NOM,directrice_ADJ,fondateur_NOM,conceptrice_NOM,historienne_NOM,militante_ADJ,coprésidente_NOM,

fondeur_NOM :nageur_ADJ,ex-champion_NOM,champion_NOM,finlandais_ADJ,vice-champion_NOM,sprinteur_NOM,alinghi_NAM,inventeur_ADJ,géant_NOM,néerlandais_ADJ,

footballeur_NOM :ronaldo_NAM,zidane_NAM,joueur_NOM,zinedine_NAM,beckham_NAM,barthez_NAM,romario_NAM,zinédine_NAM,tombeur_NOM,football_NOM,

formateur_NOM :éducateur_NOM,superviseur_NOM,éducateur_ADJ,professeur-chercheur_NOM,enseignant_NOM,expert-conseil_NOM,stagiaire_ADJ,ingénieur_NOM,programmeur_NOM,agent(e)_NOM,

formatrice_NOM :mmee_NOM,30-55_NUM,50-55_NUM,50-65_NUM,52-62_NUM,n-ftim_NOM,55-60_NUM,35-46_NUM,45-56_NUM,longueuilloise_NAM,

fou_NOM :fou_ADJ,amoureux_NOM,salaud_ADJ,affamé_ADJ,roi_NOM,gars_NOM,jeunot_NOM,raide_NOM,jackass_NAM,illuminé_NOM,

folle_NOM :fille_NOM,esseulée_ADJ,chienne_NOM,femme_NOM,narratrice_NOM,putain_NOM,faucheuse_NOM,bourgeoise_NOM,sorcière_NOM,folie_NOM,

fournisseur_NOM :fabricant_NOM,exportateur_NOM,concurrent_NOM,producteur_NOM,client_NOM,opérateur_NOM,distributeur_NOM,détaillant_NOM,exploitant_NOM,fournisseurs_NOM,

franc_ADJ :iranc_NAM,tranc_NOM,tranc_ADJ,bots_ADJ,bosenes_NOM,stat._ABR,pl_ADJ,lav/vais_VER,txxs_NOM,gar._ABR,

français_NOM :anglais_ADJ,français_ADJ,anglais_NOM,bilinguisme_NOM,fiançais_VER,langue_NOM,langues_NOM,parlés_ADJ,espagnol_NOM,inuktitut_NOM,

française_NOM :française_ADJ,américaine_NOM,québécoise_NOM,belge_NOM,néerlandaise_ADJ,suissesse_NOM,golovin_NAM,autrichienne_NOM,portugaise_ADJ,allemande_ADJ,

frileux_NOM :fédéralistes_NOM,souverainistes_NOM,souverainistes_ADJ,fédéralistes_ADJ,frileux_ADJ,politiciens_NOM,progressistes_NOM,démagogues_NOM,naïfs_NOM,consonunateurs_NOM,

frileuse_ADJ :méfiante_ADJ,complaisante_ADJ,sclérosée_VER,conciliante_ADJ,marginalisée_VER,indifférente_ADJ,permissive_ADJ,tatillonne_ADJ,malmenée_VER,intolérante_ADJ,

fromager_NOM :fromagerie_NOM,chocolatier_NOM,pâtissier_NOM,mollé_NOM,fromager_ADJ,pied-de-vent_NOM,fromages_NOM,278-0008_NUM,chocolats_NOM,pâtisseries_NOM,

fromagère_ADJ :agroalimentaire_ADJ,exportatrice_ADJ,lait_NOM,viticole_ADJ,bovine_ADJ,porcine_ADJ,laitière_ADJ,biocarburant_NOM,chevaline_ADJ,bordelaise_ADJ,

fugitif_NOM :suspect_NOM,mladic_NAM,ratko_NAM,meurtrier_NOM,tyran_NOM,namouh_NAM,fugitif_ADJ,foday_NAM,ihsan_NAM,tortionnaire_NOM,

fugitive_ADJ :scene._NAM,identity_NAM,mysterious_NAM,guys_NAM,|jeopardy_NAM,weakest_NAM,w-5_NAM,prejudice_NAM,exterminators_NOM,bachelorette_NAM,

fumeur_NOM :non-fumeur_NOM,non-lumeur_NOM,stationnement_NOM,buveur_NOM,tumeur_NOM,non-tumeur_NOM,invétéré_ADJ,fumeurs_NOM,inutilisé_ADJ,espace_VER,

fumeuse_ADJ :curieuse_ADJ,passionnée_VER,séduisante_ADJ,gentille_ADJ,ricaneuse_ADJ,rieuse_ADJ,extravertie_ADJ,distinguée_ADJ,joviale_ADJ,intelligente_ADJ,

futé_ADJ :facétieux_ADJ,débrouillard_ADJ,insolent_ADJ,routard_NOM,rusé_ADJ,fortuné_ADJ,simplet_ADJ,introverti_ADJ,aventureux_ADJ,intelligent_ADJ,

gagnant_NOM :perdant_NOM,vainqueur_NOM,gagnant_VER,remportera_VER,favori_NOM,finalistes_NOM,trophée_NOM,lauréat_NOM,gagnante_NOM,métrostar_NAM,

gagnante_NOM :lauréate_NOM,championne_NOM,favorite_NOM,suissesse_NOM,torontoise_NAM,finaliste_NOM,friesinger_NAM,martina_NAM,dinara_NAM,vonn_NAM,

gallois_NOM :écossais_ADJ,français_NAM,polonais_NOM,irlandais_NOM,ecossais_NAM,danois_NAM,lancelot_NAM,anglais_NAM,néerlandais_NOM,danton_NAM,

gamin_NOM :garçon_NOM,adolescent_NOM,fillette_NOM,vieillard_NOM,matelot_NOM,bonhomme_NOM,quadragénaire_ADJ,lutin_NOM,barbu_NOM,prénommé_VER,

gamine_NOM :fille_NOM,fillette_NOM,femme_NOM,délurée_ADJ,adolescente_NOM,prostituée_NOM,bourgeoise_NOM,ingénue_ADJ,mère_NOM,caissière_NOM,

garant_NOM :garant_VER,garante_ADJ,gage_NOM,garants_ADJ,garantes_ADJ,ennemie_NOM,tributaire_ADJ,dépositaire_NOM,synonyme_ADJ,préoccupe_VER,

garante_ADJ :gage_NOM,tributaire_ADJ,garants_ADJ,essentielle_ADJ,garant_NOM,dépourvue_VER,garantes_ADJ,synonyme_ADJ,garantit_VER,assujettie_VER,

gaucher_ADJ :droitier_ADJ,droitier_NOM,releveur_NOM,strickland_NAM,lanceur_NOM,smoltz_NAM,biddle_NAM,eischen_NAM,monticule_NOM,premier-but_NOM,

géant_NOM :géants_NOM,conglomérat_NOM,fabricant_NOM,équipementier_NOM,constructeur_NOM,concurrent_NOM,constructeur_ADJ,exploitant_NOM,télécoms_NOM,inbev_NAM,

géante_NOM :gigantesque_ADJ,multicolore_ADJ,palissade_NOM,figurine_NOM,fameuse_ADJ,statue_NOM,accrochée_VER,grosse_ADJ,gerbe_NOM,étoilée_ADJ,

gendarme_NOM :exchange_NOM,securities_NOM,sec_ADJ,marchés_NOM,amf_NAM,boursières_ADJ,parquet_NOM,mobilières_ADJ,trader_NOM,fsa_NAM,

général_NOM :général_ADJ,commandant_VER,particulier_NOM,néral_ADJ,commandant_NOM,gaulle_NAM,généra_VER,general_NOM,générai_VER,major-général_NOM,

générale_ADJ :generale_ADJ,nérale_ADJ,présidente-directrice_NOM,directrice_NOM,gouverneure_NOM,iérald_NOM,vérificatrice_NOM,sheila_VER,gouver-neure_NOM,michaëlle_NAM,

géniteur_NOM :misanthrope_ADJ,divorcé_NOM,garçon_NOM,poupon_NOM,ivrogne_ADJ,handicapé_NOM,gamin_NOM,enfant_NOM,fiancé_NOM,mâle_NOM,

gentil_ADJ :intelligent_ADJ,drôle_ADJ,passionné_VER,loyal_ADJ,compréhensif_ADJ,enjoué_ADJ,débrouillard_ADJ,intello_NOM,fonceur_ADJ,attentionné_ADJ,

gentille_ADJ :curieuse_ADJ,passionnée_VER,attentionnée_ADJ,jolie_ADJ,enjouée_ADJ,compréhensive_ADJ,attentionnée_VER,intello_NOM,joviale_ADJ,souriante_ADJ,

gérant_NOM :gérant_VER,torborg_NAM,voltigeur_NOM,receveur_NOM,mckeon_NAM,entraîneur_NOM,lanceur_NOM,minaya_NAM,partant_NOM,premier-but_NOM,

gérante_NOM :employée_NOM,caissière_NOM,directrice_NOM,serveuse_NOM,vendeuse_NOM,patronne_NOM,administratrice_NOM,agente_NOM,éditrice_NOM,présidente_NOM,

gourmand_ADJ :gourmands_ADJ,gueuleton_NOM,frugal_ADJ,appétissant_ADJ,gastronomique_ADJ,gourmandes_ADJ,canard_NOM,fêtard_NOM,gastronome_NOM,crémeux_ADJ,

gourmande_NOM :28-35_NUM,raffinee_NOM,amatrice_NOM,52-62_NUM,séneuse_ADJ,élancée_ADJ,distinguée_ADJ,épicurienne_NOM,cherehe_NOM,halte_VER,

goûteur_NOM :bagout_NOM,séducteur_NOM,argan_NOM,conteur_NOM,sommelier_NOM,hedda_NAM,vigneron_NOM,chenin_NOM,narrateur_NOM,flacon_NOM,

goûteuse_ADJ :onctueuse_ADJ,moelleuse_ADJ,assaisonnée_VER,fraîche_ADJ,crémeuse_ADJ,grillée_VER,goûteux_ADJ,épicée_VER,capiteuse_ADJ,goûteuses_ADJ,

graveur_NOM :peintre_NOM,sculpteur_NOM,dessinateur_NOM,biéler_NAM,graveurs_NOM,céramiste_NOM,cédérom_NOM,théoricien_NOM,davier_NOM,compositeur_NOM,

grec_NOM :latin_NOM,grec_ADJ,arabe_NOM,hébreu_NOM,dialecte_NOM,persan_NOM,hongrois_NOM,yiddish_NOM,allemand_NOM,inuktitut_NOM,

grecque_NOM :grecque_ADJ,maleeva_NAM,hongroise_ADJ,schiavone_NAM,bulgare_ADJ,gadolinium_NOM,flavia_NAM,rubidium_NOM,italienne_ADJ,roumaine_ADJ,

gros_NOM :gros_ADV,lke_VER,gros_ADJ,lkeo_NAM,crispin_NOM,crewoo_NAM,ike_NOM,crosoto_NAM,crew_NAM,ike_VER,

grosse_NOM :grosse_ADJ,couleuvre_NOM,surprise_VER,frite_NOM,petite_ADJ,bête_ADJ,maudite_NOM,flaque_NOM,limonade_NOM,toune_NOM,

habitant_NOM :habitant_VER,habitants_NOM,hectare_NOM,capita_VER,kilowatt_NOM,pnb_NOM,pib_NOM,moyenne_ADJ,moyenne_NOM,microgrammes_NOM,

habitante_NOM :habitants_NOM,jala_NAM,résidante_ADJ,sdérot_NAM,philippine_ADJ,palestinienne_NOM,yonhap_NAM,basilan_NAM,somalienne_ADJ,itar-tass_NAM,

habitué_ADJ :habitué_VER,inconditionnel_NOM,habituée_ADJ,organisateur_NOM,familier_NOM,invité_NOM,absent_ADJ,spécialiste_NOM,invétéré_VER,coproducteur_NOM,

habituée_ADJ :spectatrice_NOM,habitué_ADJ,invitée_NOM,pionnière_NOM,observatrice_NOM,comédienne_NOM,directrice_NOM,absente_ADJ,productrice_NOM,marraine_NOM,

handicapé_NOM :garçon_NOM,handicapé_ADJ,adolescent_NOM,autiste_NOM,autiste_ADJ,alcoolique_NOM,décrocheur_NOM,toxicomane_ADJ,homosexuel_NOM,quadragénaire_ADJ,

handicapée_ADJ :handicapée_VER,autiste_ADJ,dépressive_ADJ,handicapé_ADJ,prostituée_VER,mère_NOM,âgée_ADJ,agressée_VER,personne_NOM,déficience_NOM,

héritier_NOM :prince_NOM,héritière_NOM,roi_NOM,milliardaire_NOM,fondateur_NOM,successeur_NOM,cousin_NOM,inspirateur_NOM,père_NOM,richissime_ADJ,

héritière_NOM :héritier_NOM,aristocratie_NOM,descendante_NOM,névrosée_ADJ,princesse_NOM,bourgeoise_ADJ,baronne_NOM,incarnation_NOM,adoptive_ADJ,égérie_NOM,

héros_NOM :personnage_NOM,antihéros_NOM,personnages_NOM,narrateur_NOM,superman_NOM,idole_NOM,exploits_NOM,superhéros_NOM,père_NOM,légende_NOM,

héroïne_NOM :adolescente_NOM,actrice_NOM,drogue_NOM,prostituée_NOM,narratrice_NOM,orpheline_NOM,morphine_NOM,ecstasy_NOM,personnage_NOM,bourgeoise_NOM,

hétérosexuel_ADJ :hétérosexuelle_ADJ,homosexuel_ADJ,hétérosexuelles_ADJ,mariage_NOM,agnostique_ADJ,hétéro_ADJ,hétérosexualité_NOM,macho_NOM,malveillant_ADJ,matrimonial_ADJ,

