abaissant	abaissante
croustillant	croustillante
croûteux	croûteuse
crucial	cruciale
crucifiant	crucifiante
cruel	cruelle
crânien	crânienne
crémeux	crémeuse
crépitant	crépitante
crépu	crépue
crésylé	crésylée
cubital	cubitale
cuisant	cuisante
culturel	culturelle
cumulatif	cumulative
cutané	cutanée
cyclopéen	cyclopéenne
célinien	célinienne
céréalier	céréalière
cérébelleux	cérébelleuse
cérébro-spinal	cérébro-spinale
cérémoniel	cérémonielle
cérémonieux	cérémonieuse
côtelé	côtelée
côtier	côtière
dahoméen	dahoméenne
dakarois	dakaroise
dalinien	dalinienne
damasquiné	damasquinée
dangereux	dangereuse
dansant	dansante
danubien	danubienne
demi-dévêtu	demi-dévêtue
demi-ouvert	demi-ouverte
dental	dentale
desquamant	desquamante
dessalé	dessalée
desséchant	desséchante
destructif	destructive
dialectal	dialectale
diamantin	diamantine
dictatorial	dictatoriale
dieppois	dieppoise
différencié	différenciée
différent	différente
digité	digitée
diligent	diligente
diluvien	diluvienne
dimensionnel	dimensionnelle
dioclétien	dioclétienne
directionnel	directionnelle
directorial	directoriale
discal	discale
discontinu	discontinue
discordant	discordante
discourtois	discourtoise
discret	discrète
disert	diserte
disgracieux	disgracieuse
disparaissant	disparaissante
dispendieux	dispendieuse
disproportionnel	disproportionnelle
dissimulateur	dissimulatrice
dissociatif	dissociative
dissolu	dissolue
dissuasif	dissuasive
distal	distale
distant	distante
distinct	distincte
distinctif	distinctive
distrayant	distrayante
distributif	distributive
divergent	divergente
divers	diverse
divertissant	divertissante
divinateur	divinatrice
divin	divine
doctoral	doctorale
doctrinal	doctrinale
dodelinant	dodelinante
dodu	dodue
dolent	dolente
domanial	domaniale
dominical	dominicale
doucereux	doucereuse
douloureux	douloureuse
douteux	douteuse
draconien	draconienne
dru	drue
dubitatif	dubitative
ducal	ducale
duodécimal	duodécimale
duodénal	duodénale
dural	durale
duveteux	duveteuse
duveté	duvetée
déambulant	déambulante
débilitant	débilitante
débordant	débordante
décennal	décennale
décent	décente
décevant	décevante
déchirant	déchirante
décimal	décimale
décisif	décisive
déclaratif	déclarative
déclinant	déclinante
déconcertant	déconcertante
décoratif	décorative
décourageant	décourageante
décroissant	décroissante
décrépit	décrépite
déductif	déductive
défaillant	défaillante
défectueux	défectueuse
défiant	défiante
définitif	définitive
déflagrant	déflagrante
déformant	déformante
déférent	déférente
dégoulinant	dégoulinante
dégradant	dégradante
dégrossi	dégrossie
dégénératif	dégénérative
délassant	délassante
délibératif	délibérative
délicieux	délicieuse
délictuel	délictuelle
délictueux	délictueuse
déliquescent	déliquescente
délirant	délirante
déloyal	déloyale
démentiel	démentielle
démoralisant	démoralisante
dénigrant	dénigrante
dépaysant	dépaysante
dépendant	dépendante
dépersonnalisé	dépersonnalisée
déplaisant	déplaisante
dépoitraillé	dépoitraillée
dépoli	dépolie
déprimant	déprimante
dérangeant	dérangeante
dérivant	dérivante
dérobeur	dérobeuse
déroutant	déroutante
désaltérant	désaltérante
désapprobateur	désapprobatrice
désarmant	désarmante
désastreux	désastreuse
désavantageux	désavantageuse
désespérant	désespérante
déshabité	déshabitée
déshonorant	déshonorante
déshumanisant	déshumanisante
désincrustant	désincrustante
désirant	désirante
désireux	désireuse
désobligeant	désobligeante
désolant	désolante
désopilant	désopilante
déstabilisant	déstabilisante
déstabilisateur	déstabilisatrice
désuni	désunie
désuet	désuète
détersif	détersive
détimbré	détimbrée
détonant	détonante
dévorant	dévorante
dévorateur	dévoratrice
dévotionnel	dévotionnelle
ecchymosé	ecchymosée
ecclésial	ecclésiale
edwardien	edwardienne
effarant	effarante
effervescent	effervescente
efficient	efficiente
effrayant	effrayante
effréné	effrénée
effulgent	effulgente
einsteinien	einsteinienne
embarrassant	embarrassante
embijouté	embijoutée
embouché	embouchée
embêtant	embêtante
emmerdant	emmerdante
emphysémateux	emphysémateuse
empoisonnant	empoisonnante
encaustiqué	encaustiquée
enclin	encline
encoléré	encolérée
encombrant	encombrante
encorné	encornée
encourageant	encourageante
endiamanté	endiamantée
endocrinien	endocrinienne
endormant	endormante
endormi	endormie
endurant	endurante
enfantin	enfantine
enfouraillé	enfouraillée
engageant	engageante
engendreur	engendreuse
enivrant	enivrante
ennuyant	ennuyante
ennuyeux	ennuyeuse
enquiquinant	enquiquinante
enrageant	enrageante
enrichissant	enrichissante
ensorcelant	ensorcelante
ensoutané	ensoutanée
enthousiasmant	enthousiasmante
entr'ouvert	entr'ouverte
entraînant	entraînante
entreprenant	entreprenante
entêtant	entêtante
envahissant	envahissante
enveloppant	enveloppante
environnant	environnante
environnemental	environnementale
envoûtant	envoûtante
errant	errante
erroné	erronée
esquimaud	esquimaude
est-allemand	est-allemande
estival	estivale
estudiantin	estudiantine
euclidien	euclidienne
eurafricain	eurafricaine
ex-plaqué	ex-plaquée
exact	exacte
exaltant	exaltante
exaspérant	exaspérante
excellent	excellente
excentré	excentrée
exceptionnel	exceptionnelle
excessif	excessive
exclamatif	exclamative
excrémentiel	excrémentielle
exhaustif	exhaustive
exigeant	exigeante
exigu	exiguë
existant	existante
existentiel	existentielle
exorbitant	exorbitante
expansif	expansive
expiateur	expiatrice
expirant	expirante
explicatif	explicative
exponentiel	exponentielle
expressif	expressive
expulsif	expulsive
expéditif	expéditive
expérimental	expérimentale
exquis	exquise
extensif	extensive
extra-sensoriel	extra-sensorielle
extra-utérin	extra-utérine
extraconjugal	extraconjugale
extracorporel	extracorporelle
extractif	extractive
extradé	extradée
extrafort	extraforte
extrasensoriel	extrasensorielle
extraterritorial	extraterritoriale
extroverti	extrovertie
extrême-oriental	extrême-orientale
exténuant	exténuante
exubérant	exubérante
exultant	exultante
fabuleux	fabuleuse
facial	faciale
facultatif	facultative
facétieux	facétieuse
fadé	fadée
faiblard	faiblarde
faiblissant	faiblissante
fallacieux	fallacieuse
fameux	fameuse
famé	famée
fangeux	fangeuse
fantomal	fantomale
faramineux	faramineuse
farfelu	farfelue
farineux	farineuse
fascinant	fascinante
fastidieux	fastidieuse
fastueux	fastueuse
fatal	fatale
fatigant	fatigante
faubourien	faubourienne
faustien	faustienne
fautif	fautive
ferraillant	ferraillante
ferreux	ferreuse
ferrugineux	ferrugineuse
fervent	fervente
fessu	fessue
festif	festive
fibreux	fibreuse
fibromateux	fibromateuse
fictif	fictive
fielleux	fielleuse
fienteux	fienteuse
figuratif	figurative
filandreux	filandreuse
filant	filante
finissant	finissante
fiscal	fiscale
fier	fière
fiévreux	fiévreuse
flageolant	flageolante
flagrant	flagrante
flambant	flambante
flamboyant	flamboyante
flammé	flammée
flapi	flapie
fleuronné	fleuronnée
floconneux	floconneuse
floral	florale
florentin	florentine
florissant	florissante
fluctuant	fluctuante
fluet	fluette
fluorescent	fluorescente
fluoré	fluorée
fluvial	fluviale
foetal	foetale
foireux	foireuse
foisonnant	foisonnante
foliacé	foliacée
fonctionnel	fonctionnelle
fondamental	fondamentale
fongueux	fongueuse
formel	formelle
fortuit	fortuite
fortuné	fortunée
foudroyant	foudroyante
fougueux	fougueuse
fourbu	fourbue
fourchu	fourchue
fourmillant	fourmillante
foutral	foutrale
fracassant	fracassante
fractal	fractale
franco-algérien	franco-algérienne
franco-allemand	franco-allemande
franco-américain	franco-américaine
franco-anglais	franco-anglaise
franco-italien	franco-italienne
franco-japonais	franco-japonaise
franco-mongol	franco-mongole
franco-polonais	franco-polonaise
frappant	frappante
fraternel	fraternelle
frauduleux	frauduleuse
fringant	fringante
friqué	friquée
frisant	frisante
frisquet	frisquette
frissonnant	frissonnante
frondeur	frondeuse
froufroutant	froufroutante
fructueux	fructueuse
frugal	frugale
frustrant	frustrante
frémissant	frémissante
frétillant	frétillante
frétillard	frétillarde
frôleur	frôleuse
fulgurant	fulgurante
fuligineux	fuligineuse
fulminant	fulminante
fumant	fumante
fureteur	fureteuse
furibard	furibarde
furibond	furibonde
furtif	furtive
fusionnel	fusionnelle
fécal	fécale
fécondant	fécondante
fédératif	fédérative
fémoral	fémorale
fénelonien	fénelonienne
féru	férue
gai	gaie
galopant	galopante
gambadant	gambadante
gargouillant	gargouillante
gaspilleur	gaspilleuse
gastro-intestinal	gastro-intestinale
gauchisant	gauchisante
gazeux	gazeuse
gazonné	gazonnée
gazouillant	gazouillante
geignant	geignante
gentillet	gentillette
germain	germaine
gesticulant	gesticulante
gibbeux	gibbeuse
giboyeux	giboyeuse
gidien	gidienne
girond	gironde
givrant	givrante
glacial	glaciale
glaireux	glaireuse
glaiseux	glaiseuse
glanduleux	glanduleuse
glapissant	glapissante
glaçant	glaçante
glissant	glissante
global	globale
globuleux	globuleuse
gloussant	gloussante
gluant	gluante
goménolé	goménolée
gonflant	gonflante
gouailleur	gouailleuse
gourmé	gourmée
gouvernemental	gouvernementale
gracieux	gracieuse
graduel	graduelle
graisseux	graisseuse
grammatical	grammaticale
grand-ducal	grand-ducale
grandiloquent	grandiloquente
grandissant	grandissante
granuleux	granuleuse
grasseyant	grasseyante
grassouillet	grassouillette
gratifiant	gratifiante
gratuit	gratuite
graveleux	graveleuse
gravitationnel	gravitationnelle
grelottant	grelottante
grenu	grenue
griffu	griffue
grimaçant	grimaçante
grinçant	grinçante
grisant	grisante
grisonnant	grisonnante
grivelé	grivelée
grogneur	grogneuse
grondant	grondante
grondeur	grondeuse
grossissant	grossissante
grouillant	grouillante
grumeleux	grumeleuse
gréco-latin	gréco-latine
gréco-romain	gréco-romaine
grégorien	grégorienne
grésillant	grésillante
guilleret	guillerette
guinéen	guinéenne
gustatif	gustative
guttural	gutturale
gypseux	gypseuse
gélatineux	gélatineuse
gémissant	gémissante
génial	géniale
génital	génitale
génératif	générative
généreux	généreuse
géothermal	géothermale
gênant	gênante
habituel	habituelle
hagard	hagarde
haillonneux	haillonneuse
haineux	haineuse
haletant	haletante
hallucinant	hallucinante
harassant	harassante
harcelant	harcelante
hardi	hardie
hargneux	hargneuse
harmonieux	harmonieuse
hasardeux	hasardeuse
hauturier	hauturière
hawaiien	hawaiienne
hawaïen	hawaïenne
herbeux	herbeuse
herbu	herbue
herculéen	herculéenne
hertzien	hertzienne
hexagonal	hexagonale
hiatal	hiatale
hideux	hideuse
hilarant	hilarante
hispanisant	hispanisante
historico-culturel	historico-culturelle
hivernal	hivernale
hivernant	hivernante
hiérarchisé	hiérarchisée
hollywoodien	hollywoodienne
homogénéisé	homogénéisée
honteux	honteuse
hormonal	hormonale
horrifiant	horrifiante
horripilant	horripilante
houleux	houleuse
huileux	huileuse
humiliant	humiliante
huméral	humérale
huppé	huppée
hurlant	hurlante
hydratant	hydratante
hydrogéné	hydrogénée
hyperactif	hyperactive
hyperboréen	hyperboréenne
hypernerveux	hypernerveuse
hypertendu	hypertendue
hyperémotif	hyperémotive
hypotensif	hypotensive
hâtif	hâtive
hégélien	hégélienne
hélicoïdal	hélicoïdale
hémorroïdal	hémorroïdale
héraclitien	héraclitienne
héraclitéen	héraclitéenne
hésitant	hésitante
hétérosexuel	hétérosexuelle
ignifugé	ignifugée
ignominieux	ignominieuse
igné	ignée
illimité	illimitée
illégal	illégale
imbu	imbue
imitatif	imitative
immaculé	immaculée
immanent	immanente
immatériel	immatérielle
imminent	imminente
immodéré	immodérée
immoral	immorale
immotivé	immotivée
immun	immune
immémorial	immémoriale
immérité	imméritée
impartial	impartiale
impersonnel	impersonnelle
implorant	implorante
impollué	impolluée
imposant	imposante
impressionnant	impressionnante
impressif	impressive
improductif	improductive
imprécis	imprécise
imprévoyant	imprévoyante
impudent	impudente
impuni	impunie
impur	impure
impécunieux	impécunieuse
impénitent	impénitente
impérieux	impérieuse
impétueux	impétueuse
inabouti	inaboutie
inaccoutumé	inaccoutumée
inachevé	inachevée
inadéquat	inadéquate
inaltéré	inaltérée
inamical	inamicale
inanimé	inanimée
inapaisé	inapaisée
inaperçu	inaperçue
inapproprié	inappropriée
inapprécié	inappréciée
inassouvi	inassouvie
inattendu	inattendue
inattentif	inattentive
inaugural	inaugurale
inavoué	inavouée
incandescent	incandescente
incapacitant	incapacitante
incertain	incertaine
incessant	incessante
inchangé	inchangée
inclinant	inclinante
inclus	incluse
inclusif	inclusive
inclément	inclémente
incohérent	incohérente
incommodant	incommodante
incomplet	incomplète
incompétent	incompétente
inconditionné	inconditionnée
incongru	incongrue
inconsidéré	inconsidérée
inconsistant	inconsistante
inconsolé	inconsolée
inconstitutionnel	inconstitutionnelle
inconséquent	inconséquente
incontesté	incontestée
incontinent	incontinente
incontrôlé	incontrôlée
inconvenant	inconvenante
incorporel	incorporelle
incorrect	incorrecte
incréé	incréée
indirect	indirecte
indiscipliné	indisciplinée
indiscuté	indiscutée
indispos	indispose
indistinct	indistincte
individuel	individuelle
individué	individuée
indo-européen	indo-européenne
indolent	indolente
indompté	indomptée
inductif	inductive
indu	indue
indulgent	indulgente
induré	indurée
industrieux	industrieuse
indécent	indécente
indélicat	indélicate
indéterminé	indéterminée
inemployé	inemployée
inentamé	inentamée
inertiel	inertielle
inespéré	inespérée
inexact	inexacte
inexistant	inexistante
inexpert	inexperte
inexpliqué	inexpliquée
inexploité	inexploitée
inexploré	inexplorée
inexpressif	inexpressive
inexprimé	inexprimée
inexpérimenté	inexpérimentée
infamant	infamante
infectieux	infectieuse
infernal	infernale
infinitésimal	infinitésimale
influent	influente
infondé	infondée
informatif	informative
informel	informelle
informulé	informulée
infortuné	infortunée
infoutu	infoutue
infructueux	infructueuse
infréquenté	infréquentée
infécond	inféconde
ingénieux	ingénieuse
inhabituel	inhabituelle
inhabité	inhabitée
inhospitalier	inhospitalière
inhumain	inhumaine
inhérent	inhérente
ininterrompu	ininterrompue
inintéressant	inintéressante
initialisé	initialisée
injurieux	injurieuse
injustifié	injustifiée
innommé	innommée
innovant	innovante
inné	innée
inoccupé	inoccupée
inoffensif	inoffensive
inopiné	inopinée
inopportun	inopportune
inopérant	inopérante
inorganisé	inorganisée
inouï	inouïe
inquisitif	inquisitive
inquisitorial	inquisitoriale
inquiétant	inquiétante
insatisfaisant	insatisfaisante
insatisfait	insatisfaite
insidieux	insidieuse
insignifiant	insignifiante
insinuant	insinuante
insistant	insistante
insoucieux	insoucieuse
insoupçonné	insoupçonnée
inspirant	inspirante
instinctif	instinctive
institutionnel	institutionnelle
instructif	instructive
insubordonné	insubordonnée
insuffisant	insuffisante
insultant	insultante
insurrectionnel	insurrectionnelle
intact	intacte
intelligent	intelligente
intempestif	intempestive
intemporel	intemporelle
intempérant	intempérante
intensif	intensive
intentionnel	intentionnelle
intentionné	intentionnée
interactif	interactive
interallié	interalliée
intercalé	intercalée
intercontinental	intercontinentale
intercostal	intercostale
intergouvernemental	intergouvernementale
interprofessionnel	interprofessionnelle
interprétant	interprétante
interprétatif	interprétative
interracial	interraciale
intersidéral	intersidérale
interurbain	interurbaine
intestinal	intestinale
intimidant	intimidante
intolérant	intolérante
intouché	intouchée
rachidien	intra-rachidienne
intra-utérin	intra-utérine
intracrânien	intracrânienne
intracérébral	intracérébrale
intransigeant	intransigeante
intraveineux	intraveineuse
introspectif	introspective
intégrant	intégrante
inusité	inusitée
inusuel	inusuelle
inutilisé	inutilisée
invaincu	invaincue
invalidant	invalidante
invasif	invasive
inventif	inventive
inviolé	inviolée
invitant	invitante
inécouté	inécoutée
ionisant	ionisante
ionisé	ionisée
irradiant	irradiante
irraisonné	irraisonnée
irrationnel	irrationnelle
irrespectueux	irrespectueuse
irréfléchi	irréfléchie
irréligieux	irréligieuse
irrésolu	irrésolue
irrévérencieux	irrévérencieuse
islamisé	islamisée
israélo-syrien	israélo-syrienne
italo-allemand	italo-allemande
italo-américain	italo-américaine
jacassant	jacassante
jaillissant	jaillissante
jaunissant	jaunissante
jointé	jointée
joli	jolie
joliet	joliette
jouissif	jouissive
jovial	joviale
joyeux	joyeuse
jubilant	jubilante
judicieux	judicieuse
judéo-chrétien	judéo-chrétienne
jupitérien	jupitérienne
jupé	jupée
juridictionnel	juridictionnelle
juteux	juteuse
jéjunal	jéjunale
khmer	khmère
kératinisé	kératinisée
labial	labiale
laborieux	laborieuse
lacrymal	lacrymale
lactescent	lactescente
lacté	lactée
laineux	laineuse
laiteux	laiteuse
lamé	lamée
lancinant	lancinante
langoureux	langoureuse
languissant	languissante
laotien	laotienne
larmoyant	larmoyante
larvé	larvée
laryngé	laryngée
lascif	lascive
lassant	lassante
latent	latente
latéral	latérale
latéralisé	latéralisée
laudatif	laudative
libidinal	libidinale
libidineux	libidineuse
licencieux	licencieuse
lilial	liliale
lilliputien	lilliputienne
limitatif	limitative
limoneux	limoneuse
lingual	linguale
lippu	lippue
liquidatif	liquidative
liquéfiant	liquéfiante
litigieux	litigieuse
littéral	littérale
lobé	lobée
locatif	locative
londonien	londonienne
longitudinal	longitudinale
loqueteux	loqueteuse
losangé	losangée
louis-philippard	louis-philipparde
loyal	loyale
luciférien	luciférienne
lucratif	lucrative
luminescent	luminescente
lumineux	lumineuse
luné	lunée
lusitanien	lusitanienne
lustral	lustrale
luxueux	luxueuse
luxuriant	luxuriante
luxurieux	luxurieuse
lyophilisé	lyophilisée
légal	légale
léger	légère
